PolicyA,PolicyB,Cycle,Difference_AminusB,PointwiseCI95Low,PointwiseCI95High,SimultaneousCI95Low,SimultaneousCI95High,SignificantSimultaneous
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,100,-0.000282271206719531,-0.0009050077467946227,0.00033702593565371463,-0.0014593698684958964,0.0008948274550568344,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,101,-0.0002864896080548851,-0.0009121077505276742,0.0003386676244444441,-0.0014635882698312505,0.0008906090537214803,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,102,-0.0002907565212607599,-0.0009211800807231912,0.00033887078327540744,-0.0014678551830371253,0.0008863421405156055,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,103,-0.0002950700184866095,-0.000934274687348488,0.00034233372418517293,-0.001472168680262975,0.0008820286432897559,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,104,-0.00029942817188066684,-0.0009415498788953342,0.0003456418938962063,-0.0014765268336570322,0.0008776704898956985,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,105,-0.0003038290535913868,-0.0009489453779545521,0.0003481488516964614,-0.0014809277153677522,0.0008732696081849786,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,106,-0.0003082707357681125,-0.0009576551970474079,0.00035004884418157745,-0.0014853693975444779,0.0008688279260082529,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,107,-0.0003127512905589658,-0.0009652619777192007,0.00035157646049209225,-0.0014898499523353312,0.0008643473712173996,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,108,-0.0003172687901132898,-0.0009727463307316081,0.00035097811195380327,-0.0014943674518896552,0.0008598298716630756,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,109,-0.00032182130657865127,-0.0009836312551052967,0.00035172882531606906,-0.0014989199683550166,0.0008552773551977141,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,110,-0.0003264069121047264,-0.0009932012816858044,0.0003545516063628961,-0.0015035055738810918,0.000850691749671639,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,111,-0.00033102367883985906,-0.001000930836532085,0.0003523020670047976,-0.0015081223406162244,0.0008460749829365063,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,112,-0.0003356696789328373,-0.0010099105615768295,0.00034992244452216296,-0.0015127683407092027,0.0008414289828435281,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,113,-0.00034034298453189393,-0.0010185430422864129,0.00034925132339921883,-0.0015174416463082593,0.0008367556772444714,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,114,-0.0003450416677862611,-0.0010256801380377073,0.0003476831789260217,-0.0015221403295626265,0.0008320569939901043,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,115,-0.0003497638008446158,-0.0010333975211199663,0.0003453113817690459,-0.0015268624626209812,0.0008273348609317496,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,116,-0.00035450745585519083,-0.0010412908067459314,0.0003466986756488583,-0.0015316061176315562,0.0008225912059211745,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,117,-0.0003592707049669963,-0.0010509284928275076,0.0003512149219970699,-0.0015363693667433617,0.0008178279568093691,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,118,-0.00036405162032893124,-0.0010592999601748809,0.0003506928842808085,-0.0015411502821052966,0.0008130470414474341,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,119,-0.00036884827408900644,-0.0010677637655356592,0.00035259592060067846,-0.0015459469358653718,0.0008082503876873589,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,120,-0.00037365873839667607,-0.0010775842419227188,0.0003545796110010896,-0.0015507574001730415,0.0008034399233796893,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,121,-0.000378481085400062,-0.0010868560931129978,0.00035629022655546633,-0.0015555797471764274,0.0007986175763763034,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,122,-0.00038331338724795216,-0.0010937300517475906,0.00035757007018802903,-0.0015604120490243175,0.0007937852745284132,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,123,-0.00038815371608935667,-0.0011006241357048446,0.00035518511378906643,-0.001565252377865722,0.0007889449456870087,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,124,-0.00039300014407239736,-0.0011069412568188524,0.0003532202525014072,-0.0015700988058487627,0.000784098517703968,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,125,-0.00039785074334641735,-0.0011154025177955245,0.000350281900194321,-0.0015749494051227827,0.000779247918429948,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,126,-0.0004027035860595385,-0.0011270597058693598,0.0003477611894902001,-0.0015798022478359039,0.0007743950757168269,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,127,-0.00040755674436077083,-0.0011387107794782719,0.0003452170007908452,-0.0015846554061371362,0.0007695419174155946,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,128,-0.0004124082903984583,-0.0011450064890760586,0.00034384457686735244,-0.0015895069521748237,0.0007646903713779071,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,129,-0.00041725629632194394,-0.001150869661545928,0.00034009580470837025,-0.0015943549580983093,0.0007598423654544214,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,130,-0.00042209883427912764,-0.0011628528403090227,0.00033753760497640063,-0.001599197496055493,0.0007549998274972377,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,131,-0.00042693397641913045,-0.0011747998479462118,0.0003349935425525469,-0.0016040326381954958,0.0007501646853572349,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,132,-0.00043175979489074034,-0.0011868061789587047,0.0003364722169562323,-0.0016088584566671057,0.000745338866885625,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,133,-0.00043657436184219023,-0.0011988383857655465,0.0003344362288815842,-0.0016136730236185556,0.0007405242999341752,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,134,-0.00044137574942260116,-0.0012084735660204432,0.00033725540115272774,-0.0016184744111989665,0.0007357229123537642,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,135,-0.00044616202978076114,-0.001213368624027006,0.00033731859774030476,-0.0016232606915571265,0.0007309366319956042,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,136,-0.000450931275064792,-0.001220093019807625,0.00033610623728785275,-0.0016280299368411574,0.0007261673867115734,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,137,-0.00045568155742370386,-0.0012251377110875567,0.0003346954197116746,-0.0016327802192000692,0.0007214171043526615,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,138,-0.0004604109490060626,-0.0012305840003549063,0.0003333788029753559,-0.001637509610782428,0.0007166877127703028,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,139,-0.00046511752196065625,-0.001237778769415751,0.00033224837167387066,-0.0016422161837370216,0.0007119811398157091,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,140,-0.0004697993484362728,-0.0012466371315571212,0.0003313000927317537,-0.0016468980102126382,0.0007072993133400926,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,141,-0.0004744545005813672,-0.001260353335297984,0.0003297064806979054,-0.0016515531623577326,0.0007026441611949982,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,142,-0.0004790810505448384,-0.0012677088632447348,0.00032770978289076126,-0.0016561797123212038,0.000698017611231527,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,143,-0.0004836770704750304,-0.0012797074258348805,0.0003289253094129557,-0.0016607757322513958,0.000693421591301335,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,144,-0.0004882406325211752,-0.0012876502700759074,0.00032988096668867535,-0.0016653392942975406,0.0006888580292551902,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,145,-0.0004927698088315058,-0.0012957974641824605,0.000330179333207614,-0.0016698684706078712,0.0006843288529448596,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,146,-0.000497262671554588,-0.0013059968195346134,0.00033111096813166746,-0.0016743613333309534,0.0006798359902217773,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,147,-0.0005017172928397651,-0.0013193043551703947,0.00033354191384290784,-0.0016788159546161305,0.0006753813689366003,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,148,-0.0005061317448348257,-0.0013311417214897287,0.00033460118978104436,-0.001683230406611191,0.0006709669169415397,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,149,-0.0005105040996894461,-0.0013414031035716672,0.0003355103928318808,-0.0016876027614658115,0.0006665945620869193,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,150,-0.0005148324295515261,-0.0013510136231009967,0.000335904882008664,-0.0016919310913278915,0.0006622662322248393,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,151,-0.0005191159300727,-0.0013605393902504758,0.00033728504048480815,-0.0016962145918490653,0.0006579827317036654,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,152,-0.0005233582909119905,-0.0013679990483303566,0.00033870614272538656,-0.0017004569526883559,0.0006537403708643749,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,153,-0.00052756432523271,-0.0013807429275170062,0.00034310268615792277,-0.0017046629870090754,0.0006495343365436554,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,154,-0.0005317388461968386,-0.0013926119692420941,0.00034390324472409445,-0.001708837507973204,0.0006453598155795267,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,155,-0.0005358866669670226,-0.0014014268624688714,0.00034439814110132885,-0.001712985328743388,0.0006412119948093428,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,156,-0.0005400126007051309,-0.0014118990017178035,0.0003450147143034959,-0.0017171112624814963,0.0006370860610712345,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,157,-0.0005441214605740319,-0.001422466232964123,0.0003471635674237027,-0.0017212201223503973,0.0006329772012023335,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,158,-0.0005482180597357056,-0.0014331451642918824,0.0003522384338986852,-0.001725316721512071,0.0006288806020406598,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,159,-0.0005523072113522431,-0.001443970316659071,0.00035671372888057193,-0.0017294058731286085,0.0006247914504241222,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,160,-0.0005563937285868459,-0.0014548720809123643,0.00036114968111694226,-0.0017334923903632113,0.0006207049331895195,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,161,-0.0005604824246012718,-0.0014659075823703072,0.0003655877259933769,-0.0017375810863776372,0.0006166162371750935,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,162,-0.0005645781125576121,-0.0014770295593192263,0.00036539417388983765,-0.0017416767743339775,0.0006125205492187532,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,163,-0.0005686856056188461,-0.0014882311389654511,0.000364104745510934,-0.0017457842673952114,0.0006084130561575193,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,164,-0.0005728097169471758,-0.001499964116665084,0.00036591833387205827,-0.0017499083787235411,0.0006042889448291896,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,165,-0.0005769552597048033,-0.0015122748359548883,0.00036909373923626993,-0.0017540539214811687,0.0006001434020715621,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,166,-0.0005811270470540419,-0.001522227936308479,0.0003721594308082165,-0.0017582257088304073,0.0005959716147223234,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,167,-0.0005853298921572048,-0.0015336942632883876,0.0003733329284968498,-0.0017624285539335701,0.0005917687696191606,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,168,-0.000589568608176938,-0.001545192529901529,0.00037401020338387824,-0.0017666672699533034,0.0005875300535994274,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,169,-0.0005938480082752218,-0.0015581925758817506,0.00037822478006576917,-0.0017709466700515872,0.0005832506535011436,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,170,-0.0005981729056144802,-0.0015731498949861672,0.00038338297429933694,-0.0017752715673908456,0.0005789257561618852,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,171,-0.0006025481133574706,-0.0015853118847903192,0.0003841655630005906,-0.001779646775133836,0.0005745505484188948,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,172,-0.000606978444666173,-0.001597488993917362,0.0003827183637651686,-0.0017840771064425384,0.0005701202171101924,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,173,-0.0006114687127029006,-0.0016097229398672475,0.0003810654136274088,-0.001788567374479266,0.0005656299490734648,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,174,-0.0006160237306302996,-0.001622012988464372,0.00037911711150392827,-0.001793122392406665,0.0005610749311460658,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,175,-0.0006206483116103501,-0.0016343144397947735,0.0003772045540273818,-0.0017977469733867154,0.0005564503501660153,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,176,-0.0006253472688056982,-0.0016466624009731146,0.00037696679804931864,-0.0018024459305820636,0.0005517513929706671,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,177,-0.0006301254153785463,-0.0016590636710144269,0.00037587255020372906,-0.0018072240771549117,0.0005469732463978191,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,178,-0.0006349875644913183,-0.0016702461783636795,0.00037545795610586147,-0.0018120862262676837,0.0005421110972850471,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,179,-0.0006399385293061055,-0.0016813014037985268,0.00037640173980999387,-0.0018170371910824709,0.0005371601324702599,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,180,-0.0006449831229856651,-0.0016942682326815145,0.00037730863749489344,-0.0018220817847620305,0.0005321155387907003,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,181,-0.0006501261586919771,-0.0017085996388847059,0.0003798922096105244,-0.0018272248204683425,0.0005269725030843883,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,182,-0.0006553724495879099,-0.0017220639601826433,0.00037847460732656405,-0.0018324711113642752,0.0005217262121884555,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,183,-0.0006607268088353324,-0.0017332492107539094,0.0003786488084256707,-0.0018378254706116978,0.000516371852941033,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,184,-0.00066619404959678,-0.001740160383251227,0.0003783948430289723,-0.0018432927113731454,0.0005109046121795854,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,185,-0.0006717789850344547,-0.0017525429225725918,0.00037781502717007786,-0.00184887764681082,0.0005053196767419107,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,186,-0.0006774864283106696,-0.0017651318028966134,0.00037751250411370823,-0.001854585090087035,0.0004996122334656958,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,187,-0.0006833211925882932,-0.0017797510203506727,0.00037969986106392513,-0.0018604198543646585,0.0004937774691880722,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,188,-0.0006892880910290833,-0.0017958182932882455,0.0003841671157282116,-0.0018663867528054487,0.0004878105707472821,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,189,-0.0006953919367957972,-0.0018054749026181233,0.0003848646675259829,-0.0018724905985721626,0.00048170672498056813,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,190,-0.0007016375430505262,-0.001814611840375155,0.00038629206373450275,-0.0018787362048268915,0.0004754611187258392,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,191,-0.0007080297229555832,-0.0018268640070046888,0.00038334085088491567,-0.0018851283847319486,0.0004690689388207822,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,192,-0.0007145732896733925,-0.00184222652434681,0.00038001351099114307,-0.0018916719514497579,0.00046252537210297287,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,193,-0.0007212730563664893,-0.0018611659980247164,0.0003859368397907608,-0.0018983717181428547,0.0004558256054098761,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,194,-0.0007281338361968537,-0.0018781514909296804,0.00039269783266172273,-0.001905232497973219,0.0004489648255795117,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,195,-0.0007351604423273539,-0.0018916028315226984,0.0003835634000977172,-0.0019122591041037193,0.0004419382194490115,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,196,-0.000742357687919859,-0.001908823524993139,0.00037336767287077835,-0.0019194563496962244,0.00043474097385650637,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,197,-0.0007497303861371263,-0.0019306928517672877,0.00037756876382671016,-0.0019268290479134917,0.0004273682756392391,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,198,-0.0007572833501409137,-0.0019476731038132133,0.0003840429314831714,-0.0019343820119172791,0.00041981531163545163,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,199,-0.0007650213930943117,-0.0019683407730087506,0.00038442703415274477,-0.001942120054870677,0.00041207726868205366,False
5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,200,-0.0007729493281590782,-0.0019828654347264717,0.0003803410553027765,-0.0019500479899354436,0.00040414933361728714,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,1,0.00900928165799797,-0.00042320995834096986,0.027141106720101706,-0.009546754580608587,0.027565317896604526,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,2,0.009045522334956146,-0.000362052986516001,0.027189471306571737,-0.00951051390365041,0.027601558573562703,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0.009078763631702569,-0.00030263713792321736,0.027238947610497548,-0.009477272606903987,0.027634799870309125,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,4,0.009109082594511597,-0.00025052771537951437,0.02727724459877325,-0.009446953644094959,0.027665118833118153,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,5,0.009136556269656149,-0.00020400460208410965,0.027317208297750556,-0.009419479968950407,0.027692592508262705,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,6,0.009161261703410473,-0.00016179937636912333,0.027348077242554437,-0.009394774535196083,0.02771729794201703,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,7,0.009183275942048041,-0.00011767104549813001,0.02737419204671483,-0.009372760296558515,0.027739312180654598,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,8,0.009202676031842771,-7.996441515345231e-05,0.027397709938735252,-0.009353360206763785,0.027758712270449327,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,9,0.009219539019068246,-4.8844702288819426e-05,0.027415228852446565,-0.00933649721953831,0.027775575257674802,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,10,0.009233941949998381,-1.861967998436631e-05,0.027423725356539898,-0.009322094288608175,0.027789978188604937,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,11,0.009245961870906538,1.192630964921837e-05,0.027440061315891773,-0.009310074367700018,0.027801998109513094,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,12,0.009255675828066967,3.656610426164275e-05,0.027452333883485808,-0.009300360410539589,0.027811712066673523,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,13,0.009263160867752807,6.320377949918799e-05,0.027460568892902076,-0.00929287537085375,0.027819197106359363,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,14,0.009268494036238306,8.001999696674589e-05,0.027468619240741024,-0.00928754220236825,0.027824530274844862,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,15,0.009271752379796494,9.302572491417526e-05,0.0274693450480371,-0.009284283858810062,0.02782778861840305,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,16,0.009273012944702064,0.000102793701112458,0.027471037857055406,-0.009283023293904492,0.02782904918330862,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,17,0.009272352777228043,0.00011284507915074182,0.027469172589384257,-0.009283683461378513,0.0278283890158346,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,18,0.009269848923648238,0.00011587678933012158,0.027463846092694658,-0.009286187314958318,0.027825885162254795,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,19,0.009265578430236565,0.00011431288557557373,0.027457127794862278,-0.009290457808369991,0.02782161466884312,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,20,0.009259618343266718,0.00011269084907070682,0.027445455458134458,-0.009296417895339838,0.027815654581873274,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,21,0.009252045709012391,0.0001077391755289231,0.02742912334699705,-0.009303990529594165,0.027808081947618947,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,22,0.009242937573746945,9.602815621731486e-05,0.027417918370024892,-0.00931309866485961,0.0277989738123535,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,23,0.009232370983744742,8.466112962886296e-05,0.027403625628514394,-0.009323665254861814,0.027788407222351298,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,24,0.009220422985279253,7.294098919539415e-05,0.027384929396042874,-0.009335613253327303,0.02777645922388581,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,25,0.00920717062462395,5.964627840818471e-05,0.02736434020762317,-0.009348865613982606,0.027763206863230507,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,26,0.009192690948052862,4.396411112420895e-05,0.027342117061191055,-0.009363345290553694,0.027748727186659418,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,27,0.00917706100183957,2.8352647694249168e-05,0.02731820269836921,-0.009378975236766986,0.027733097240446127,False
5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,28,0.009160357832257882,1.3034757083896232e-05,0.027291740129074062,-0.009395678406348675,0.027716394070864438,False
